Poland, Life tables (period 5x1), Females     Last modified: 08-Jul-2011, MPv5 (May07)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1961        20-24     0.00080  0.00398  2.50   94068     375  469404  5189367  55.17
  1961        25-29     0.00100  0.00500  2.61   93694     468  467350  4719962  50.38
  1961        30-34     0.00132  0.00656  2.55   93226     612  464627  4252613  45.62
  1961        35-39     0.00174  0.00865  2.68   92614     801  461206  3787986  40.90
  1961        40-44     0.00248  0.01231  2.56   91812    1130  456306  3326780  36.23
  1961        45-49     0.00372  0.01844  2.64   90682    1672  449461  2870474  31.65
  1961        50-54     0.00551  0.02719  2.69   89010    2420  439461  2421013  27.20
  1961        55-59     0.00840  0.04117  2.67   86590    3565  424645  1981552  22.88
  1961        60-64     0.01425  0.06897  2.67   83025    5727  401776  1556908  18.75
  1961        65-69     0.02435  0.11520  2.67   77299    8905  365775  1155132  14.94
  1961        70-74     0.04202  0.19122  2.65   68394   13078  311218   789357  11.54
  1961        75-79     0.07211  0.30711  2.59   55315   16988  235568   478138   8.64
  1961        80-84     0.12013  0.46081  2.47   38328   17662  147018   242570   6.33
  1961        85-89     0.18317  0.61105  2.28   20666   12628   68938    95553   4.62
  1961        90-94     0.28245  0.77905  2.12    8038    6262   22170    26614   3.31
  1961        95-99     0.38667  0.87236  1.85    1776    1549    4007     4444   2.50
  1961       100-104    0.51169  0.93630  1.61     227     212     415      437   1.93
  1961       105-109    0.63611  0.96818  1.41      14      14      22       23   1.57
  1961       110+       0.73124  1.00000  1.37       0       0       1        1   1.37
  1962           0      0.04869  0.04684  0.19  100000    4684   96203  7053976  70.54
  1962         1-4      0.00150  0.00598  1.32   95316     570  379738  6957773  73.00
  1962         5-9      0.00044  0.00220  2.14   94746     208  473135  6578035  69.43
  1962        10-14     0.00036  0.00179  2.67   94538     169  472294  6104900  64.58
  1962        15-19     0.00054  0.00268  2.80   94369     253  471286  5632606  59.69
  1962        20-24     0.00079  0.00395  2.56   94116     372  469671  5161320  54.84
  1962        25-29     0.00103  0.00515  2.69   93744     483  467602  4691649  50.05
  1962        30-34     0.00132  0.00658  2.66   93261     614  464867  4224047  45.29
  1962        35-39     0.00171  0.00851  2.59   92647     788  461336  3759180  40.58
  1962        40-44     0.00255  0.01269  2.65   91859    1165  456560  3297844  35.90
  1962        45-49     0.00380  0.01882  2.62   90693    1706  449406  2841284  31.33
  1962        50-54     0.00561  0.02768  2.63   88987    2463  439098  2391878  26.88
  1962        55-59     0.00838  0.04109  2.64   86524    3555  424235  1952781  22.57
  1962        60-64     0.01421  0.06876  2.67   82969    5705  401562  1528546  18.42
  1962        65-69     0.02511  0.11860  2.67   77264    9163  364938  1126984  14.59
  1962        70-74     0.04368  0.19789  2.63   68100   13476  308557   762047  11.19
  1962        75-79     0.07579  0.32052  2.59   54624   17508  230996   453490   8.30
  1962        80-84     0.12811  0.48272  2.45   37116   17917  139854   222494   5.99
  1962        85-89     0.20443  0.65206  2.22   19199   12519   61240    82639   4.30
  1962        90-94     0.29005  0.77944  2.03    6680    5207   17952    21399   3.20
  1962        95-99     0.41605  0.89187  1.80    1473    1314    3158     3448   2.34
  1962       100-104    0.54548  0.94744  1.56     159     151     277      289   1.82
  1962       105-109    0.67008  0.97378  1.36       8       8      12       12   1.49
  1962       110+       0.76275  1.00000  1.31       0       0       0        0   1.31
  1963           0      0.04329  0.04179  0.17  100000    4179   96549  7152338  71.52
  1963         1-4      0.00141  0.00562  1.38   95821     539  381873  7055789  73.64
  1963         5-9      0.00040  0.00200  2.27   95282     191  475888  6673916  70.04
  1963        10-14     0.00032  0.00161  2.64   95091     154  475092  6198028  65.18
  1963        15-19     0.00051  0.00253  2.73   94937     241  474141  5722936  60.28
  1963        20-24     0.00071  0.00352  2.60   94697     334  472683  5248795  55.43
  1963        25-29     0.00093  0.00463  2.55   94363     437  470749  4776111  50.61
  1963        30-34     0.00124  0.00619  2.60   93927     582  468237  4305363  45.84
  1963        35-39     0.00172  0.00856  2.67   93345     799  464865  3837126  41.11
  1963        40-44     0.00259  0.01289  2.65   92546    1193  459933  3372261  36.44
  1963        45-49     0.00356  0.01764  2.65   91354    1612  452978  2912328  31.88
  1963        50-54     0.00550  0.02714  2.65   89742    2436  442986  2459351  27.40
  1963        55-59     0.00820  0.04023  2.68   87307    3513  428381  2016365  23.10
  1963        60-64     0.01387  0.06721  2.70   83794    5632  406040  1587984  18.95
  1963        65-69     0.02411  0.11415  2.67   78162    8922  370008  1181944  15.12
  1963        70-74     0.04094  0.18664  2.63   69240   12923  315627   811936  11.73
  1963        75-79     0.06909  0.29566  2.56   56317   16651  240986   496309   8.81
  1963        80-84     0.11598  0.44737  2.45   39666   17745  153004   255324   6.44
  1963        85-89     0.18433  0.61477  2.29   21921   13476   73109   102320   4.67
  1963        90-94     0.26586  0.75166  2.11    8445    6347   23875    29211   3.46
  1963        95-99     0.37965  0.86726  1.87    2097    1819    4791     5336   2.54
  1963       100-104    0.50385  0.93342  1.63     278     260     516      545   1.96
  1963       105-109    0.62837  0.96676  1.42      19      18      29       29   1.58
  1963       110+       0.72413  1.00000  1.38       1       1       1        1   1.38
  1964           0      0.04205  0.04063  0.17  100000    4063   96631  7161319  71.61
  1964         1-4      0.00133  0.00529  1.35   95937     508  382403  7064689  73.64
  1964         5-9      0.00041  0.00205  2.28   95429     196  476613  6682286  70.02
  1964        10-14     0.00030  0.00150  2.66   95233     143  475832  6205674  65.16
  1964        15-19     0.00047  0.00236  2.67   95091     225  474930  5729842  60.26
  1964        20-24     0.00067  0.00334  2.55   94866     317  473551  5254912  55.39
  1964        25-29     0.00083  0.00413  2.61   94549     390  471811  4781361  50.57
  1964        30-34     0.00112  0.00559  2.64   94158     527  469550  4309551  45.77
  1964        35-39     0.00163  0.00812  2.65   93632     760  466369  3840000  41.01
  1964        40-44     0.00238  0.01183  2.71   92871    1099  461845  3373632  36.33
  1964        45-49     0.00354  0.01755  2.67   91772    1611  455110  2911787  31.73
  1964        50-54     0.00520  0.02570  2.66   90162    2317  445386  2456677  27.25
  1964        55-59     0.00822  0.04033  2.68   87845    3542  430996  2011290  22.90
  1964        60-64     0.01349  0.06543  2.69   84302    5516  408756  1580294  18.75
  1964        65-69     0.02414  0.11422  2.65   78787    8999  372752  1171538  14.87
  1964        70-74     0.04307  0.19538  2.63   69788   13635  316603   798786  11.45
  1964        75-79     0.07256  0.30835  2.57   56153   17315  238613   482183   8.59
  1964        80-84     0.11971  0.45830  2.44   38838   17800  148686   243570   6.27
  1964        85-89     0.19308  0.63347  2.29   21038   13327   69023    94884   4.51
  1964        90-94     0.27501  0.75768  2.04    7711    5843   21245    25862   3.35
  1964        95-99     0.39214  0.87626  1.84    1869    1637    4175     4616   2.47
  1964       100-104    0.51827  0.93865  1.60     231     217     419      441   1.91
  1964       105-109    0.64300  0.96941  1.40      14      14      21       22   1.55
  1964       110+       0.73785  1.00000  1.36       0       0       1        1   1.36
  1965           0      0.03652  0.03543  0.16  100000    3543   97007  7236241  72.36
  1965         1-4      0.00119  0.00474  1.43   96457     458  384650  7139234  74.01
  1965         5-9      0.00039  0.00192  2.35   96000     185  479509  6754584  70.36
  1965        10-14     0.00030  0.00149  2.71   95815     143  478747  6275075  65.49
  1965        15-19     0.00044  0.00218  2.65   95672     208  477869  5796328  60.59
  1965        20-24     0.00064  0.00321  2.46   95464     306  476540  5318459  55.71
  1965        25-29     0.00081  0.00405  2.55   95157     385  474842  4841919  50.88
  1965        30-34     0.00111  0.00552  2.66   94772     523  472636  4367077  46.08
  1965        35-39     0.00160  0.00795  2.59   94249     749  469441  3894441  41.32
  1965        40-44     0.00221  0.01101  2.64   93500    1029  465070  3425000  36.63
  1965        45-49     0.00353  0.01752  2.66   92471    1620  458555  2959930  32.01
  1965        50-54     0.00511  0.02525  2.63   90851    2294  448816  2501375  27.53
  1965        55-59     0.00811  0.03981  2.65   88556    3526  434489  2052559  23.18
  1965        60-64     0.01305  0.06333  2.67   85031    5385  412590  1618070  19.03
  1965        65-69     0.02367  0.11217  2.68   79646    8934  377473  1205480  15.14
  1965        70-74     0.04067  0.18555  2.64   70712   13120  322604   828007  11.71
  1965        75-79     0.06954  0.29767  2.58   57592   17144  246541   505402   8.78
  1965        80-84     0.11636  0.44828  2.44   40448   18132  155833   258861   6.40
  1965        85-89     0.18740  0.62203  2.30   22316   13881   74072   103028   4.62
  1965        90-94     0.26816  0.75546  2.11    8435    6372   23763    28955   3.43
  1965        95-99     0.38405  0.87057  1.86    2063    1796    4676     5193   2.52
  1965       100-104    0.50961  0.93561  1.62     267     250     490      517   1.94
  1965       105-109    0.63481  0.96798  1.41      17      17      26       27   1.57
  1965       110+       0.73060  1.00000  1.37       1       1       1        1   1.37
  1966           0      0.03383  0.03288  0.15  100000    3288   97198  7285961  72.86
  1966         1-4      0.00112  0.00445  1.43   96712     430  385744  7188763  74.33
  1966         5-9      0.00036  0.00178  2.29   96282     171  480947  6803020  70.66
  1966        10-14     0.00028  0.00142  2.58   96111     137  480225  6322073  65.78
  1966        15-19     0.00046  0.00232  2.58   95975     222  479335  5841848  60.87
  1966        20-24     0.00062  0.00307  2.56   95752     294  478044  5362512  56.00
  1966        25-29     0.00073  0.00366  2.68   95458     350  476478  4884468  51.17
  1966        30-34     0.00104  0.00519  2.59   95108     494  474352  4407990  46.35
  1966        35-39     0.00149  0.00742  2.63   94614     702  471412  3933638  41.58
  1966        40-44     0.00225  0.01121  2.65   93913    1053  467092  3462226  36.87
  1966        45-49     0.00340  0.01689  2.68   92860    1568  460663  2995135  32.25
  1966        50-54     0.00532  0.02625  2.63   91292    2396  450775  2534471  27.76
  1966        55-59     0.00789  0.03874  2.69   88895    3444  436528  2083696  23.44
  1966        60-64     0.01277  0.06202  2.71   85452    5299  415112  1647168  19.28
  1966        65-69     0.02256  0.10723  2.71   80152    8594  381038  1232056  15.37
  1966        70-74     0.04035  0.18418  2.63   71558   13180  326614   851018  11.89
  1966        75-79     0.06642  0.28626  2.59   58378   16711  251608   524405   8.98
  1966        80-84     0.11336  0.44036  2.47   41667   18349  161855   272796   6.55
  1966        85-89     0.17952  0.60712  2.33   23318   14157   78861   110942   4.76
  1966        90-94     0.26273  0.74336  2.08    9161    6810   25920    32080   3.50
  1966        95-99     0.36762  0.85790  1.89    2351    2017    5487     6160   2.62
  1966       100-104    0.48895  0.92750  1.65     334     310     634      673   2.01
  1966       105-109    0.61228  0.96355  1.44      24      23      38       39   1.63
  1966       110+       0.70825  1.00000  1.41       1       1       1        1   1.41
  1967           0      0.03322  0.03231  0.15  100000    3231   97241  7267362  72.67
  1967         1-4      0.00114  0.00453  1.49   96769     438  385977  7170121  74.09
  1967         5-9      0.00037  0.00184  2.30   96331     178  481176  6784144  70.43
  1967        10-14     0.00027  0.00134  2.53   96153     129  480449  6302968  65.55
  1967        15-19     0.00045  0.00226  2.75   96024     217  479636  5822520  60.64
  1967        20-24     0.00058  0.00288  2.61   95808     276  478381  5342884  55.77
  1967        25-29     0.00068  0.00341  2.63   95532     326  476885  4864503  50.92
  1967        30-34     0.00096  0.00479  2.60   95206     457  474932  4387618  46.09
  1967        35-39     0.00148  0.00738  2.67   94749     699  472119  3912686  41.30
  1967        40-44     0.00213  0.01059  2.70   94050     996  467960  3440567  36.58
  1967        45-49     0.00335  0.01660  2.62   93054    1545  461590  2972607  31.94
  1967        50-54     0.00520  0.02569  2.65   91509    2350  452031  2511018  27.44
  1967        55-59     0.00793  0.03894  2.66   89159    3471  437671  2058987  23.09
  1967        60-64     0.01307  0.06342  2.66   85687    5434  415704  1621316  18.92
  1967        65-69     0.02284  0.10850  2.71   80253    8707  381304  1205612  15.02
  1967        70-74     0.04146  0.18879  2.63   71546   13507  325782   824308  11.52
  1967        75-79     0.07116  0.30294  2.55   58039   17582  247098   498526   8.59
  1967        80-84     0.12189  0.46535  2.46   40457   18827  154457   251428   6.21
  1967        85-89     0.19253  0.63212  2.28   21630   13673   71018    96971   4.48
  1967        90-94     0.28588  0.77982  2.09    7957    6205   21706    25953   3.26
  1967        95-99     0.40025  0.88191  1.83    1752    1545    3860     4247   2.42
  1967       100-104    0.52870  0.94225  1.58     207     195     369      387   1.87
  1967       105-109    0.65444  0.97137  1.38      12      12      18       18   1.52
  1967       110+       0.74913  1.00000  1.33       0       0       0        0   1.33
  1968           0      0.02971  0.02897  0.14  100000    2897   97498  7338993  73.39
  1968         1-4      0.00100  0.00399  1.48   97103     388  387438  7241495  74.58
  1968         5-9      0.00036  0.00178  2.25   96716     172  483106  6854057  70.87
  1968        10-14     0.00028  0.00142  2.73   96544     137  482407  6370951  65.99
  1968        15-19     0.00042  0.00212  2.63   96407     204  481549  5888544  61.08
  1968        20-24     0.00063  0.00314  2.55   96202     302  480269  5406995  56.20
  1968        25-29     0.00067  0.00337  2.62   95900     323  478731  4926725  51.37
  1968        30-34     0.00092  0.00458  2.68   95577     438  476868  4447995  46.54
  1968        35-39     0.00142  0.00707  2.70   95139     672  474148  3971126  41.74
  1968        40-44     0.00216  0.01072  2.64   94467    1013  469948  3496979  37.02
  1968        45-49     0.00333  0.01654  2.69   93454    1546  463703  3027031  32.39
  1968        50-54     0.00508  0.02512  2.64   91908    2308  454096  2563328  27.89
  1968        55-59     0.00766  0.03765  2.66   89599    3373  440090  2109231  23.54
  1968        60-64     0.01271  0.06172  2.65   86226    5322  418600  1669142  19.36
  1968        65-69     0.02229  0.10601  2.69   80905    8577  384751  1250541  15.46
  1968        70-74     0.03932  0.17986  2.64   72328   13009  330877   865790  11.97
  1968        75-79     0.06619  0.28490  2.56   59319   16900  255340   534914   9.02
  1968        80-84     0.11169  0.43538  2.47   42419   18469  165361   279574   6.59
  1968        85-89     0.17787  0.60304  2.33   23951   14443   81199   114212   4.77
  1968        90-94     0.26541  0.74690  2.07    9507    7101   26756    33013   3.47
  1968        95-99     0.37051  0.86042  1.89    2406    2070    5588     6258   2.60
  1968       100-104    0.49441  0.92986  1.65     336     312     632      670   1.99
  1968       105-109    0.61976  0.96514  1.43      24      23      37       38   1.61
  1968       110+       0.71672  1.00000  1.40       1       1       1        1   1.40
  1969           0      0.03032  0.02955  0.14  100000    2955   97453  7296945  72.97
  1969         1-4      0.00097  0.00389  1.43   97045     377  387211  7199492  74.19
  1969         5-9      0.00037  0.00187  2.21   96668     181  482837  6812281  70.47
  1969        10-14     0.00028  0.00138  2.69   96487     134  482129  6329444  65.60
  1969        15-19     0.00047  0.00235  2.73   96354     226  481256  5847315  60.69
  1969        20-24     0.00056  0.00281  2.57   96128     270  479983  5366059  55.82
  1969        25-29     0.00070  0.00349  2.66   95858     335  478507  4886076  50.97
  1969        30-34     0.00091  0.00454  2.71   95523     434  476619  4407569  46.14
  1969        35-39     0.00149  0.00745  2.69   95089     708  473810  3930950  41.34
  1969        40-44     0.00215  0.01071  2.66   94381    1011  469543  3457140  36.63
  1969        45-49     0.00346  0.01719  2.68   93370    1605  463132  2987597  32.00
  1969        50-54     0.00538  0.02658  2.70   91765    2439  453208  2524466  27.51
  1969        55-59     0.00788  0.03867  2.67   89326    3454  438596  2071257  23.19
  1969        60-64     0.01307  0.06341  2.65   85872    5446  416570  1632661  19.01
  1969        65-69     0.02295  0.10903  2.71   80427    8769  382019  1216091  15.12
  1969        70-74     0.04088  0.18629  2.62   71658   13349  326505   834073  11.64
  1969        75-79     0.07061  0.30134  2.57   58309   17570  248827   507568   8.70
  1969        80-84     0.11786  0.45321  2.45   40738   18463  156657   258740   6.35
  1969        85-89     0.18679  0.61861  2.27   22275   13779   73769   102083   4.58
  1969        90-94     0.27836  0.76421  2.05    8496    6492   23323    28314   3.33
  1969        95-99     0.38847  0.87377  1.85    2003    1750    4506     4991   2.49
  1969       100-104    0.51488  0.93751  1.61     253     237     460      485   1.92
  1969       105-109    0.64029  0.96897  1.40      16      15      24       25   1.56
  1969       110+       0.73583  1.00000  1.36       0       0       1        1   1.36
  1970           0      0.03088  0.03009  0.14  100000    3009   97411  7311623  73.12
  1970         1-4      0.00093  0.00373  1.48   96991     362  387054  7214212  74.38
  1970         5-9      0.00037  0.00184  2.33   96630     178  482672  6827158  70.65
  1970        10-14     0.00030  0.00149  2.69   96452     144  481926  6344486  65.78
  1970        15-19     0.00043  0.00213  2.67   96308     206  481061  5862559  60.87
  1970        20-24     0.00058  0.00289  2.54   96102     278  479831  5381498  56.00
  1970        25-29     0.00066  0.00328  2.43   95825     314  478317  4901667  51.15
  1970        30-34     0.00091  0.00452  2.67   95510     431  476545  4423350  46.31
  1970        35-39     0.00136  0.00676  2.61   95079     643  473861  3946805  41.51
  1970        40-44     0.00209  0.01038  2.63   94436     981  469859  3472944  36.78
  1970        45-49     0.00331  0.01644  2.66   93456    1536  463688  3003085  32.13
  1970        50-54     0.00498  0.02460  2.62   91919    2261  454225  2539396  27.63
  1970        55-59     0.00771  0.03789  2.66   89658    3397  440344  2085171  23.26
  1970        60-64     0.01287  0.06248  2.68   86261    5390  418803  1644827  19.07
  1970        65-69     0.02189  0.10423  2.71   80871    8429  385045  1226024  15.16
  1970        70-74     0.04120  0.18779  2.64   72442   13604  330172   840979  11.61
  1970        75-79     0.07065  0.30186  2.59   58838   17761  251398   510806   8.68
  1970        80-84     0.11869  0.45711  2.49   41077   18777  158200   259409   6.32
  1970        85-89     0.18768  0.62168  2.29   22300   13864   73867   101209   4.54
  1970        90-94     0.28752  0.78316  2.09    8437    6607   22980    27342   3.24
  1970        95-99     0.40730  0.88700  1.82    1829    1623    3984     4362   2.38
  1970       100-104    0.54142  0.94655  1.56     207     196     361      378   1.83
  1970       105-109    0.67094  0.97407  1.36      11      11      16       16   1.49
  1970       110+       0.76684  1.00000  1.30       0       0       0        0   1.30
  1971           0      0.02735  0.02671  0.13  100000    2671   97675  7317023  73.17
  1971         1-4      0.00093  0.00373  1.48   97329     363  388399  7219348  74.17
  1971         5-9      0.00038  0.00188  2.33   96966     182  484341  6830949  70.45
  1971        10-14     0.00028  0.00139  2.55   96783     135  483587  6346608  65.58
  1971        15-19     0.00047  0.00234  2.68   96649     227  482719  5863021  60.66
  1971        20-24     0.00053  0.00267  2.64   96422     257  481505  5380302  55.80
  1971        25-29     0.00070  0.00349  2.62   96165     336  480027  4898798  50.94
  1971        30-34     0.00097  0.00482  2.64   95830     462  478058  4418771  46.11
  1971        35-39     0.00142  0.00706  2.68   95367     674  475275  3940713  41.32
  1971        40-44     0.00215  0.01071  2.68   94694    1014  471117  3465438  36.60
  1971        45-49     0.00334  0.01656  2.66   93680    1552  464775  2994320  31.96
  1971        50-54     0.00509  0.02516  2.62   92128    2318  455135  2529545  27.46
  1971        55-59     0.00772  0.03790  2.65   89810    3404  441045  2074410  23.10
  1971        60-64     0.01316  0.06387  2.71   86406    5519  419396  1633365  18.90
  1971        65-69     0.02268  0.10779  2.70   80888    8719  384427  1213970  15.01
  1971        70-74     0.04191  0.19087  2.66   72168   13775  328674   829542  11.49
  1971        75-79     0.07297  0.31002  2.58   58394   18103  248107   500869   8.58
  1971        80-84     0.12001  0.45962  2.45   40290   18518  154307   252762   6.27
  1971        85-89     0.18884  0.62496  2.29   21772   13607   72054    98455   4.52
  1971        90-94     0.28874  0.77739  2.03    8165    6348   21984    26401   3.23
  1971        95-99     0.39913  0.88128  1.83    1818    1602    4013     4417   2.43
  1971       100-104    0.52857  0.94228  1.59     216     203     385      404   1.87
  1971       105-109    0.65527  0.97154  1.38      12      12      18       19   1.52
  1971       110+       0.75056  1.00000  1.33       0       0       0        0   1.33
  1972           0      0.02495  0.02441  0.12  100000    2441   97858  7419985  74.20
  1972         1-4      0.00088  0.00353  1.58   97559     344  389401  7322127  75.05
  1972         5-9      0.00035  0.00175  2.33   97214     170  485618  6932726  71.31
  1972        10-14     0.00027  0.00136  2.69   97044     132  484917  6447108  66.43
  1972        15-19     0.00042  0.00209  2.78   96912     203  484111  5962191  61.52
  1972        20-24     0.00052  0.00262  2.50   96709     253  482915  5478080  56.64
  1972        25-29     0.00061  0.00304  2.57   96456     293  481570  4995166  51.79
  1972        30-34     0.00089  0.00444  2.62   96164     427  479805  4513596  46.94
  1972        35-39     0.00130  0.00646  2.65   95737     618  477236  4033792  42.13
  1972        40-44     0.00199  0.00988  2.64   95119     940  473380  3556556  37.39
  1972        45-49     0.00311  0.01543  2.67   94179    1453  467514  3083176  32.74
  1972        50-54     0.00491  0.02428  2.62   92725    2252  458272  2615662  28.21
  1972        55-59     0.00751  0.03691  2.67   90474    3339  444601  2157389  23.85
  1972        60-64     0.01182  0.05752  2.68   87134    5012  424043  1712789  19.66
  1972        65-69     0.02051  0.09792  2.68   82122    8041  391973  1288746  15.69
  1972        70-74     0.03704  0.17054  2.68   74081   12633  341115   896772  12.11
  1972        75-79     0.06579  0.28394  2.59   61447   17447  265189   555657   9.04
  1972        80-84     0.11090  0.43391  2.49   44000   19092  172158   290468   6.60
  1972        85-89     0.17846  0.60531  2.34   24908   15077   84486   118310   4.75
  1972        90-94     0.26732  0.75614  2.13    9831    7434   27809    33824   3.44
  1972        95-99     0.38508  0.87193  1.86    2397    2090    5428     6015   2.51
  1972       100-104    0.51632  0.93838  1.61     307     288     558      587   1.91
  1972       105-109    0.64635  0.97019  1.39      19      18      28       29   1.54
  1972       110+       0.74468  1.00000  1.34       1       1       1        1   1.34
  1973           0      0.02240  0.02197  0.12  100000    2197   98057  7433116  74.33
  1973         1-4      0.00082  0.00328  1.53   97803     321  390421  7335058  75.00
  1973         5-9      0.00035  0.00174  2.36   97482     169  486965  6944637  71.24
  1973        10-14     0.00028  0.00141  2.47   97313     137  486218  6457672  66.36
  1973        15-19     0.00043  0.00216  2.62   97176     210  485382  5971453  61.45
  1973        20-24     0.00050  0.00248  2.56   96966     241  484244  5486071  56.58
  1973        25-29     0.00063  0.00314  2.61   96726     304  482902  5001827  51.71
